383	Hex Nut 23	HN-3416	0.0000	0.0000	\N	\N	2008-04-30	\N
384	Hex Nut 12	HN-3816	0.0000	0.0000	\N	\N	2008-04-30	\N
385	Hex Nut 13	HN-3824	0.0000	0.0000	\N	\N	2008-04-30	\N
386	Hex Nut 1	HN-4402	0.0000	0.0000	\N	\N	2008-04-30	\N
387	Hex Nut 10	HN-5161	0.0000	0.0000	\N	\N	2008-04-30	\N
388	Hex Nut 11	HN-5162	0.0000	0.0000	\N	\N	2008-04-30	\N
389	Hex Nut 2	HN-5400	0.0000	0.0000	\N	\N	2008-04-30	\N
390	Hex Nut 20	HN-5811	0.0000	0.0000	\N	\N	2008-04-30	\N
391	Hex Nut 21	HN-5818	0.0000	0.0000	\N	\N	2008-04-30	\N
392	Hex Nut 3	HN-6320	0.0000	0.0000	\N	\N	2008-04-30	\N
393	Hex Nut 14	HN-7161	0.0000	0.0000	\N	\N	2008-04-30	\N
394	Hex Nut 15	HN-7162	0.0000	0.0000	\N	\N	2008-04-30	\N
395	Hex Nut 4	HN-8320	0.0000	0.0000	\N	\N	2008-04-30	\N
396	Hex Nut 18	HN-9161	0.0000	0.0000	\N	\N	2008-04-30	\N
397	Hex Nut 19	HN-9168	0.0000	0.0000	\N	\N	2008-04-30	\N
398	Handlebar Tube	HT-2981	0.0000	0.0000	\N	\N	2008-04-30	\N
399	Head Tube	HT-8019	0.0000	0.0000	\N	\N	2008-04-30	\N
400	LL Hub	HU-6280	0.0000	0.0000	\N	\N	2008-04-30	\N
401	HL Hub	HU-8998	0.0000	0.0000	\N	\N	2008-04-30	\N
402	Keyed Washer	KW-4091	0.0000	0.0000	\N	\N	2008-04-30	\N
403	External Lock Washer 3	LE-1000	0.0000	0.0000	\N	\N	2008-04-30	\N
404	External Lock Washer 4	LE-1200	0.0000	0.0000	\N	\N	2008-04-30	\N
405	External Lock Washer 9	LE-1201	0.0000	0.0000	\N	\N	2008-04-30	\N
406	External Lock Washer 5	LE-1400	0.0000	0.0000	\N	\N	2008-04-30	\N
407	External Lock Washer 7	LE-3800	0.0000	0.0000	\N	\N	2008-04-30	\N
408	External Lock Washer 6	LE-5160	0.0000	0.0000	\N	\N	2008-04-30	\N
409	External Lock Washer 1	LE-6000	0.0000	0.0000	\N	\N	2008-04-30	\N
410	External Lock Washer 8	LE-7160	0.0000	0.0000	\N	\N	2008-04-30	\N
411	External Lock Washer 2	LE-8000	0.0000	0.0000	\N	\N	2008-04-30	\N
412	Internal Lock Washer 3	LI-1000	0.0000	0.0000	\N	\N	2008-04-30	\N
413	Internal Lock Washer 4	LI-1200	0.0000	0.0000	\N	\N	2008-04-30	\N
414	Internal Lock Washer 9	LI-1201	0.0000	0.0000	\N	\N	2008-04-30	\N
415	Internal Lock Washer 5	LI-1400	0.0000	0.0000	\N	\N	2008-04-30	\N
416	Internal Lock Washer 7	LI-3800	0.0000	0.0000	\N	\N	2008-04-30	\N
417	Internal Lock Washer 6	LI-5160	0.0000	0.0000	\N	\N	2008-04-30	\N
418	Internal Lock Washer 10	LI-5800	0.0000	0.0000	\N	\N	2008-04-30	\N
419	Internal Lock Washer 1	LI-6000	0.0000	0.0000	\N	\N	2008-04-30	\N
420	Internal Lock Washer 8	LI-7160	0.0000	0.0000	\N	\N	2008-04-30	\N
421	Internal Lock Washer 2	LI-8000	0.0000	0.0000	\N	\N	2008-04-30	\N
422	Thin-Jam Lock Nut 9	LJ-1213	0.0000	0.0000	\N	\N	2008-04-30	\N
423	Thin-Jam Lock Nut 10	LJ-1220	0.0000	0.0000	\N	\N	2008-04-30	\N
424	Thin-Jam Lock Nut 1	LJ-1420	0.0000	0.0000	\N	\N	2008-04-30	\N
425	Thin-Jam Lock Nut 2	LJ-1428	0.0000	0.0000	\N	\N	2008-04-30	\N
426	Thin-Jam Lock Nut 15	LJ-3410	0.0000	0.0000	\N	\N	2008-04-30	\N
427	Thin-Jam Lock Nut 16	LJ-3416	0.0000	0.0000	\N	\N	2008-04-30	\N
428	Thin-Jam Lock Nut 5	LJ-3816	0.0000	0.0000	\N	\N	2008-04-30	\N
429	Thin-Jam Lock Nut 6	LJ-3824	0.0000	0.0000	\N	\N	2008-04-30	\N
430	Thin-Jam Lock Nut 3	LJ-5161	0.0000	0.0000	\N	\N	2008-04-30	\N
431	Thin-Jam Lock Nut 4	LJ-5162	0.0000	0.0000	\N	\N	2008-04-30	\N
432	Thin-Jam Lock Nut 13	LJ-5811	0.0000	0.0000	\N	\N	2008-04-30	\N
433	Thin-Jam Lock Nut 14	LJ-5818	0.0000	0.0000	\N	\N	2008-04-30	\N
434	Thin-Jam Lock Nut 7	LJ-7161	0.0000	0.0000	\N	\N	2008-04-30	\N
435	Thin-Jam Lock Nut 8	LJ-7162	0.0000	0.0000	\N	\N	2008-04-30	\N
436	Thin-Jam Lock Nut 12	LJ-9080	0.0000	0.0000	\N	\N	2008-04-30	\N
437	Thin-Jam Lock Nut 11	LJ-9161	0.0000	0.0000	\N	\N	2008-04-30	\N
438	Lock Nut 5	LN-1024	0.0000	0.0000	\N	\N	2008-04-30	\N
439	Lock Nut 6	LN-1032	0.0000	0.0000	\N	\N	2008-04-30	\N
440	Lock Nut 16	LN-1213	0.0000	0.0000	\N	\N	2008-04-30	\N
441	Lock Nut 17	LN-1220	0.0000	0.0000	\N	\N	2008-04-30	\N
442	Lock Nut 7	LN-1224	0.0000	0.0000	\N	\N	2008-04-30	\N
443	Lock Nut 8	LN-1420	0.0000	0.0000	\N	\N	2008-04-30	\N
444	Lock Nut 9	LN-1428	0.0000	0.0000	\N	\N	2008-04-30	\N
445	Lock Nut 22	LN-3410	0.0000	0.0000	\N	\N	2008-04-30	\N
446	Lock Nut 23	LN-3416	0.0000	0.0000	\N	\N	2008-04-30	\N
447	Lock Nut 12	LN-3816	0.0000	0.0000	\N	\N	2008-04-30	\N
448	Lock Nut 13	LN-3824	0.0000	0.0000	\N	\N	2008-04-30	\N
449	Lock Nut 1	LN-4400	0.0000	0.0000	\N	\N	2008-04-30	\N
450	Lock Nut 10	LN-5161	0.0000	0.0000	\N	\N	2008-04-30	\N
451	Lock Nut 11	LN-5162	0.0000	0.0000	\N	\N	2008-04-30	\N
452	Lock Nut 2	LN-5400	0.0000	0.0000	\N	\N	2008-04-30	\N
453	Lock Nut 20	LN-5811	0.0000	0.0000	\N	\N	2008-04-30	\N
454	Lock Nut 21	LN-5818	0.0000	0.0000	\N	\N	2008-04-30	\N
455	Lock Nut 3	LN-6320	0.0000	0.0000	\N	\N	2008-04-30	\N
456	Lock Nut 14	LN-7161	0.0000	0.0000	\N	\N	2008-04-30	\N
457	Lock Nut 15	LN-7162	0.0000	0.0000	\N	\N	2008-04-30	\N
458	Lock Nut 4	LN-8320	0.0000	0.0000	\N	\N	2008-04-30	\N
459	Lock Nut 19	LN-9080	0.0000	0.0000	\N	\N	2008-04-30	\N
460	Lock Nut 18	LN-9161	0.0000	0.0000	\N	\N	2008-04-30	\N
461	Lock Ring	LR-2398	0.0000	0.0000	\N	\N	2008-04-30	\N
462	Lower Head Race	LR-8520	0.0000	0.0000	\N	\N	2008-04-30	\N
463	Lock Washer 4	LW-1000	0.0000	0.0000	\N	\N	2008-04-30	\N
464	Lock Washer 5	LW-1200	0.0000	0.0000	\N	\N	2008-04-30	\N
465	Lock Washer 10	LW-1201	0.0000	0.0000	\N	\N	2008-04-30	\N
466	Lock Washer 6	LW-1400	0.0000	0.0000	\N	\N	2008-04-30	\N
467	Lock Washer 13	LW-3400	0.0000	0.0000	\N	\N	2008-04-30	\N
468	Lock Washer 8	LW-3800	0.0000	0.0000	\N	\N	2008-04-30	\N
469	Lock Washer 1	LW-4000	0.0000	0.0000	\N	\N	2008-04-30	\N
470	Lock Washer 7	LW-5160	0.0000	0.0000	\N	\N	2008-04-30	\N
471	Lock Washer 12	LW-5800	0.0000	0.0000	\N	\N	2008-04-30	\N
472	Lock Washer 2	LW-6000	0.0000	0.0000	\N	\N	2008-04-30	\N
473	Lock Washer 9	LW-7160	0.0000	0.0000	\N	\N	2008-04-30	\N
474	Lock Washer 3	LW-8000	0.0000	0.0000	\N	\N	2008-04-30	\N
475	Lock Washer 11	LW-9160	0.0000	0.0000	\N	\N	2008-04-30	\N
476	Metal Angle	MA-7075	0.0000	0.0000	\N	\N	2008-04-30	\N
477	Metal Bar 1	MB-2024	0.0000	0.0000	\N	\N	2008-04-30	\N
478	Metal Bar 2	MB-6061	0.0000	0.0000	\N	\N	2008-04-30	\N
479	Metal Plate 2	MP-2066	0.0000	0.0000	\N	\N	2008-04-30	\N
480	Metal Plate 1	MP-2503	0.0000	0.0000	\N	\N	2008-04-30	\N
481	Metal Plate 3	MP-4960	0.0000	0.0000	\N	\N	2008-04-30	\N
482	Metal Sheet 2	MS-0253	0.0000	0.0000	\N	\N	2008-04-30	\N
483	Metal Sheet 3	MS-1256	0.0000	0.0000	\N	\N	2008-04-30	\N
484	Metal Sheet 7	MS-1981	0.0000	0.0000	\N	\N	2008-04-30	\N
485	Metal Sheet 4	MS-2259	0.0000	0.0000	\N	\N	2008-04-30	\N
486	Metal Sheet 5	MS-2341	0.0000	0.0000	\N	\N	2008-04-30	\N
487	Metal Sheet 6	MS-2348	0.0000	0.0000	\N	\N	2008-04-30	\N
488	Metal Sheet 1	MS-6061	0.0000	0.0000	\N	\N	2008-04-30	\N
489	Metal Tread Plate	MT-1000	0.0000	0.0000	\N	\N	2008-04-30	\N
490	LL Nipple	NI-4127	0.0000	0.0000	\N	\N	2008-04-30	\N
491	HL Nipple	NI-9522	0.0000	0.0000	\N	\N	2008-04-30	\N
492	Paint - Black	PA-187B	0.0000	0.0000	\N	\N	2008-04-30	\N
493	Paint - Red	PA-361R	0.0000	0.0000	\N	\N	2008-04-30	\N
494	Paint - Silver	PA-529S	0.0000	0.0000	\N	\N	2008-04-30	\N
495	Paint - Blue	PA-632U	0.0000	0.0000	\N	\N	2008-04-30	\N
496	Paint - Yellow	PA-823Y	0.0000	0.0000	\N	\N	2008-04-30	\N
497	Pinch Bolt	PB-6109	0.0000	0.0000	\N	\N	2008-04-30	\N
504	Cup-Shaped Race	RA-2345	0.0000	0.0000	\N	\N	2008-04-30	\N
505	Cone-Shaped Race	RA-7490	0.0000	0.0000	\N	\N	2008-04-30	\N
506	Reflector	RF-9198	0.0000	0.0000	\N	\N	2008-04-30	\N
507	LL Mountain Rim	RM-M464	0.0000	0.0000	\N	\N	2008-04-30	\N
508	ML Mountain Rim	RM-M692	0.0000	0.0000	\N	\N	2008-04-30	\N
509	HL Mountain Rim	RM-M823	0.0000	0.0000	\N	\N	2008-04-30	\N
510	LL Road Rim	RM-R436	0.0000	0.0000	\N	\N	2008-04-30	\N
511	ML Road Rim	RM-R600	0.0000	0.0000	\N	\N	2008-04-30	\N
512	HL Road Rim	RM-R800	0.0000	0.0000	\N	\N	2008-04-30	\N
513	Touring Rim	RM-T801	0.0000	0.0000	\N	\N	2008-04-30	\N
514	LL Mountain Seat Assembly	SA-M198	98.7700	133.3400	\N	\N	2008-04-30	\N
515	ML Mountain Seat Assembly	SA-M237	108.9900	147.1400	\N	\N	2008-04-30	\N
516	HL Mountain Seat Assembly	SA-M687	145.8700	196.9200	\N	\N	2008-04-30	\N
517	LL Road Seat Assembly	SA-R127	98.7700	133.3400	\N	\N	2008-04-30	\N
518	ML Road Seat Assembly	SA-R430	108.9900	147.1400	\N	\N	2008-04-30	\N
519	HL Road Seat Assembly	SA-R522	145.8700	196.9200	\N	\N	2008-04-30	\N
520	LL Touring Seat Assembly	SA-T467	98.7700	133.3400	\N	\N	2008-04-30	\N
521	ML Touring Seat Assembly	SA-T612	108.9900	147.1400	\N	\N	2008-04-30	\N
522	HL Touring Seat Assembly	SA-T872	145.8700	196.9200	\N	\N	2008-04-30	\N
523	LL Spindle/Axle	SD-2342	0.0000	0.0000	\N	\N	2008-04-30	\N
524	HL Spindle/Axle	SD-9872	0.0000	0.0000	\N	\N	2008-04-30	\N
525	LL Shell	SH-4562	0.0000	0.0000	\N	\N	2008-04-30	\N
526	HL Shell	SH-9312	0.0000	0.0000	\N	\N	2008-04-30	\N
527	Spokes	SK-9283	0.0000	0.0000	\N	\N	2008-04-30	\N
528	Seat Lug	SL-0931	0.0000	0.0000	\N	\N	2008-04-30	\N
529	Stem	SM-9087	0.0000	0.0000	\N	\N	2008-04-30	\N
530	Seat Post	SP-2981	0.0000	0.0000	\N	\N	2008-04-30	\N
531	Steerer	SR-2098	0.0000	0.0000	\N	\N	2008-04-30	\N
532	Seat Stays	SS-2985	0.0000	0.0000	\N	\N	2008-04-30	\N
533	Seat Tube	ST-9828	0.0000	0.0000	\N	\N	2008-04-30	\N
534	Top Tube	TO-2301	0.0000	0.0000	\N	\N	2008-04-30	\N
535	Tension Pulley	TP-0923	0.0000	0.0000	\N	\N	2008-04-30	\N
679	Rear Derailleur Cage	RC-0291	0.0000	0.0000	\N	\N	2008-04-30	\N
680	HL Road Frame - Black, 58	FR-R92B-58	1059.3100	1431.5000	14	6	2008-04-30	\N
706	HL Road Frame - Red, 58	FR-R92R-58	1059.3100	1431.5000	14	6	2008-04-30	\N
707	Sport-100 Helmet, Red	HL-U509-R	13.0863	34.9900	31	33	2011-05-31	\N
708	Sport-100 Helmet, Black	HL-U509	13.0863	34.9900	31	33	2011-05-31	\N
709	Mountain Bike Socks, M	SO-B909-M	3.3963	9.5000	23	18	2011-05-31	2012-05-29
710	Mountain Bike Socks, L	SO-B909-L	3.3963	9.5000	23	18	2011-05-31	2012-05-29
711	Sport-100 Helmet, Blue	HL-U509-B	13.0863	34.9900	31	33	2011-05-31	\N
712	AWC Logo Cap	CA-1098	6.9223	8.9900	19	2	2011-05-31	\N
713	Long-Sleeve Logo Jersey, S	LJ-0192-S	38.4923	49.9900	21	11	2011-05-31	\N
714	Long-Sleeve Logo Jersey, M	LJ-0192-M	38.4923	49.9900	21	11	2011-05-31	\N
715	Long-Sleeve Logo Jersey, L	LJ-0192-L	38.4923	49.9900	21	11	2011-05-31	\N
716	Long-Sleeve Logo Jersey, XL	LJ-0192-X	38.4923	49.9900	21	11	2011-05-31	\N
717	HL Road Frame - Red, 62	FR-R92R-62	868.6342	1431.5000	14	6	2011-05-31	\N
718	HL Road Frame - Red, 44	FR-R92R-44	868.6342	1431.5000	14	6	2011-05-31	\N
719	HL Road Frame - Red, 48	FR-R92R-48	868.6342	1431.5000	14	6	2011-05-31	\N
720	HL Road Frame - Red, 52	FR-R92R-52	868.6342	1431.5000	14	6	2011-05-31	\N
721	HL Road Frame - Red, 56	FR-R92R-56	868.6342	1431.5000	14	6	2011-05-31	\N
722	LL Road Frame - Black, 58	FR-R38B-58	204.6251	337.2200	14	9	2011-05-31	\N
723	LL Road Frame - Black, 60	FR-R38B-60	204.6251	337.2200	14	9	2011-05-31	\N
724	LL Road Frame - Black, 62	FR-R38B-62	204.6251	337.2200	14	9	2011-05-31	\N
725	LL Road Frame - Red, 44	FR-R38R-44	187.1571	337.2200	14	9	2011-05-31	2013-05-29
726	LL Road Frame - Red, 48	FR-R38R-48	187.1571	337.2200	14	9	2011-05-31	2013-05-29
727	LL Road Frame - Red, 52	FR-R38R-52	187.1571	337.2200	14	9	2011-05-31	2013-05-29
728	LL Road Frame - Red, 58	FR-R38R-58	187.1571	337.2200	14	9	2011-05-31	2013-05-29
729	LL Road Frame - Red, 60	FR-R38R-60	187.1571	337.2200	14	9	2011-05-31	2013-05-29
730	LL Road Frame - Red, 62	FR-R38R-62	187.1571	337.2200	14	9	2011-05-31	2013-05-29
731	ML Road Frame - Red, 44	FR-R72R-44	352.1394	594.8300	14	16	2011-05-31	2012-05-29
732	ML Road Frame - Red, 48	FR-R72R-48	352.1394	594.8300	14	16	2011-05-31	2012-05-29
733	ML Road Frame - Red, 52	FR-R72R-52	352.1394	594.8300	14	16	2011-05-31	2012-05-29
734	ML Road Frame - Red, 58	FR-R72R-58	352.1394	594.8300	14	16	2011-05-31	2012-05-29
735	ML Road Frame - Red, 60	FR-R72R-60	352.1394	594.8300	14	16	2011-05-31	2012-05-29
736	LL Road Frame - Black, 44	FR-R38B-44	204.6251	337.2200	14	9	2011-05-31	\N
737	LL Road Frame - Black, 48	FR-R38B-48	204.6251	337.2200	14	9	2011-05-31	\N
738	LL Road Frame - Black, 52	FR-R38B-52	204.6251	337.2200	14	9	2011-05-31	\N
739	HL Mountain Frame - Silver, 42	FR-M94S-42	747.2002	1364.5000	12	5	2011-05-31	\N
740	HL Mountain Frame - Silver, 44	FR-M94S-44	706.8110	1364.5000	12	5	2011-05-31	2012-05-29
741	HL Mountain Frame - Silver, 48	FR-M94S-52	706.8110	1364.5000	12	5	2011-05-31	2012-05-29
742	HL Mountain Frame - Silver, 46	FR-M94S-46	747.2002	1364.5000	12	5	2011-05-31	\N
743	HL Mountain Frame - Black, 42	FR-M94B-42	739.0410	1349.6000	12	5	2011-05-31	\N
744	HL Mountain Frame - Black, 44	FR-M94B-44	699.0928	1349.6000	12	5	2011-05-31	2012-05-29
745	HL Mountain Frame - Black, 48	FR-M94B-48	699.0928	1349.6000	12	5	2011-05-31	2012-05-29
746	HL Mountain Frame - Black, 46	FR-M94B-46	739.0410	1349.6000	12	5	2011-05-31	\N
747	HL Mountain Frame - Black, 38	FR-M94B-38	739.0410	1349.6000	12	5	2011-05-31	\N
748	HL Mountain Frame - Silver, 38	FR-M94S-38	747.2002	1364.5000	12	5	2011-05-31	\N
749	Road-150 Red, 62	BK-R93R-62	2171.2942	3578.2700	2	25	2011-05-31	2012-05-29
750	Road-150 Red, 44	BK-R93R-44	2171.2942	3578.2700	2	25	2011-05-31	2012-05-29
751	Road-150 Red, 48	BK-R93R-48	2171.2942	3578.2700	2	25	2011-05-31	2012-05-29
752	Road-150 Red, 52	BK-R93R-52	2171.2942	3578.2700	2	25	2011-05-31	2012-05-29
753	Road-150 Red, 56	BK-R93R-56	2171.2942	3578.2700	2	25	2011-05-31	2012-05-29
754	Road-450 Red, 58	BK-R68R-58	884.7083	1457.9900	2	28	2011-05-31	2012-05-29
755	Road-450 Red, 60	BK-R68R-60	884.7083	1457.9900	2	28	2011-05-31	2012-05-29
756	Road-450 Red, 44	BK-R68R-44	884.7083	1457.9900	2	28	2011-05-31	2012-05-29
757	Road-450 Red, 48	BK-R68R-48	884.7083	1457.9900	2	28	2011-05-31	2012-05-29
758	Road-450 Red, 52	BK-R68R-52	884.7083	1457.9900	2	28	2011-05-31	2012-05-29
759	Road-650 Red, 58	BK-R50R-58	486.7066	782.9900	2	30	2011-05-31	2013-05-29
760	Road-650 Red, 60	BK-R50R-60	486.7066	782.9900	2	30	2011-05-31	2013-05-29
761	Road-650 Red, 62	BK-R50R-62	486.7066	782.9900	2	30	2011-05-31	2013-05-29
762	Road-650 Red, 44	BK-R50R-44	486.7066	782.9900	2	30	2011-05-31	2013-05-29
763	Road-650 Red, 48	BK-R50R-48	486.7066	782.9900	2	30	2011-05-31	2013-05-29
764	Road-650 Red, 52	BK-R50R-52	486.7066	782.9900	2	30	2011-05-31	2013-05-29
765	Road-650 Black, 58	BK-R50B-58	486.7066	782.9900	2	30	2011-05-31	2013-05-29
766	Road-650 Black, 60	BK-R50B-60	486.7066	782.9900	2	30	2011-05-31	2013-05-29
767	Road-650 Black, 62	BK-R50B-62	486.7066	782.9900	2	30	2011-05-31	2013-05-29
768	Road-650 Black, 44	BK-R50B-44	486.7066	782.9900	2	30	2011-05-31	2013-05-29
769	Road-650 Black, 48	BK-R50B-48	486.7066	782.9900	2	30	2011-05-31	2013-05-29
770	Road-650 Black, 52	BK-R50B-52	486.7066	782.9900	2	30	2011-05-31	2013-05-29
771	Mountain-100 Silver, 38	BK-M82S-38	1912.1544	3399.9900	1	19	2011-05-31	2012-05-29
772	Mountain-100 Silver, 42	BK-M82S-42	1912.1544	3399.9900	1	19	2011-05-31	2012-05-29
773	Mountain-100 Silver, 44	BK-M82S-44	1912.1544	3399.9900	1	19	2011-05-31	2012-05-29
774	Mountain-100 Silver, 48	BK-M82S-48	1912.1544	3399.9900	1	19	2011-05-31	2012-05-29
775	Mountain-100 Black, 38	BK-M82B-38	1898.0944	3374.9900	1	19	2011-05-31	2012-05-29
776	Mountain-100 Black, 42	BK-M82B-42	1898.0944	3374.9900	1	19	2011-05-31	2012-05-29
777	Mountain-100 Black, 44	BK-M82B-44	1898.0944	3374.9900	1	19	2011-05-31	2012-05-29
778	Mountain-100 Black, 48	BK-M82B-48	1898.0944	3374.9900	1	19	2011-05-31	2012-05-29
779	Mountain-200 Silver, 38	BK-M68S-38	1265.6195	2319.9900	1	20	2012-05-30	\N
780	Mountain-200 Silver, 42	BK-M68S-42	1265.6195	2319.9900	1	20	2012-05-30	\N
781	Mountain-200 Silver, 46	BK-M68S-46	1265.6195	2319.9900	1	20	2012-05-30	\N
782	Mountain-200 Black, 38	BK-M68B-38	1251.9813	2294.9900	1	20	2012-05-30	\N
783	Mountain-200 Black, 42	BK-M68B-42	1251.9813	2294.9900	1	20	2012-05-30	\N
784	Mountain-200 Black, 46	BK-M68B-46	1251.9813	2294.9900	1	20	2012-05-30	\N
785	Mountain-300 Black, 38	BK-M47B-38	598.4354	1079.9900	1	21	2012-05-30	2013-05-29
786	Mountain-300 Black, 40	BK-M47B-40	598.4354	1079.9900	1	21	2012-05-30	2013-05-29
787	Mountain-300 Black, 44	BK-M47B-44	598.4354	1079.9900	1	21	2012-05-30	2013-05-29
788	Mountain-300 Black, 48	BK-M47B-48	598.4354	1079.9900	1	21	2012-05-30	2013-05-29
789	Road-250 Red, 44	BK-R89R-44	1518.7864	2443.3500	2	26	2012-05-30	2013-05-29
790	Road-250 Red, 48	BK-R89R-48	1518.7864	2443.3500	2	26	2012-05-30	2013-05-29
791	Road-250 Red, 52	BK-R89R-52	1518.7864	2443.3500	2	26	2012-05-30	2013-05-29
792	Road-250 Red, 58	BK-R89R-58	1554.9479	2443.3500	2	26	2012-05-30	\N
793	Road-250 Black, 44	BK-R89B-44	1554.9479	2443.3500	2	26	2012-05-30	\N
794	Road-250 Black, 48	BK-R89B-48	1554.9479	2443.3500	2	26	2012-05-30	\N
795	Road-250 Black, 52	BK-R89B-52	1554.9479	2443.3500	2	26	2012-05-30	\N
796	Road-250 Black, 58	BK-R89B-58	1554.9479	2443.3500	2	26	2012-05-30	\N
