43722	SO43722	2018-06-06	2018-06-18	2018-06-13	5	13581	23990	23990	4
43723	SO43723	2018-06-06	2018-06-18	2018-06-13	5	14520	12708	12708	4
43724	SO43724	2018-06-06	2018-06-18	2018-06-13	5	16520	25572	25572	1
43725	SO43725	2018-06-07	2018-06-19	2018-06-14	5	13258	23444	23444	5
43726	SO43726	2018-06-07	2018-06-19	2018-06-14	5	14560	25989	25989	1
43727	SO43727	2018-06-07	2018-06-19	2018-06-14	5	16607	15502	15502	5
43728	SO43728	2018-06-08	2018-06-20	2018-06-15	5	27666	20616	20616	1
43729	SO43729	2018-06-08	2018-06-20	2018-06-15	5	11238	12420	12420	1
43730	SO43730	2018-06-08	2018-06-20	2018-06-15	5	25861	23733	23733	1
43731	SO43731	2018-06-08	2018-06-20	2018-06-15	5	16629	14019	14019	1
43732	SO43732	2018-06-08	2018-06-20	2018-06-15	5	11025	21635	21635	1
43733	SO43733	2018-06-08	2018-06-20	2018-06-15	5	27577	24572	24572	3
43734	SO43734	2018-06-09	2018-06-21	2018-06-16	5	27604	23224	23224	2
43735	SO43735	2018-06-09	2018-06-21	2018-06-16	5	16522	25384	25384	1
43736	SO43736	2018-06-09	2018-06-21	2018-06-16	5	11002	20336	20336	4
43737	SO43737	2018-06-10	2018-06-22	2018-06-17	5	13261	29772	29772	5
43738	SO43738	2018-06-10	2018-06-22	2018-06-17	5	11606	26167	26167	1
43739	SO43739	2018-06-10	2018-06-22	2018-06-17	5	13563	29262	29262	1
43740	SO43740	2018-06-10	2018-06-22	2018-06-17	5	16527	28420	28420	1
43741	SO43741	2018-06-11	2018-06-23	2018-06-18	5	27671	13036	13036	1
43742	SO43742	2018-06-11	2018-06-23	2018-06-18	5	13576	20966	20966	1
43743	SO43743	2018-06-11	2018-06-23	2018-06-18	5	11007	12909	12909	1
43744	SO43744	2018-06-11	2018-06-23	2018-06-18	5	16631	12423	12423	4
43745	SO43745	2018-06-12	2018-06-24	2018-06-19	5	16514	25018	25018	5
43746	SO43746	2018-06-12	2018-06-24	2018-06-19	5	16616	28214	28214	1
43747	SO43747	2018-06-13	2018-06-25	2018-06-20	5	27623	27241	27241	1
43748	SO43748	2018-06-13	2018-06-25	2018-06-20	5	27625	16663	16663	1
43749	SO43749	2018-06-13	2018-06-25	2018-06-20	5	27636	17878	17878	1
43750	SO43750	2018-06-13	2018-06-25	2018-06-20	5	11591	26694	26694	3
43751	SO43751	2018-06-13	2018-06-25	2018-06-20	5	11592	17421	17421	1
43752	SO43752	2018-06-13	2018-06-25	2018-06-20	5	13265	25970	25970	1
43753	SO43753	2018-06-13	2018-06-25	2018-06-20	5	16482	19434	19434	4
43754	SO43754	2018-06-14	2018-06-26	2018-06-21	5	27617	18700	18700	2
43755	SO43755	2018-06-14	2018-06-26	2018-06-21	5	27670	21785	21785	1
43756	SO43756	2018-06-14	2018-06-26	2018-06-21	5	19941	12565	12565	1
43757	SO43757	2018-06-14	2018-06-26	2018-06-21	5	11017	11541	11541	2
43758	SO43758	2018-06-15	2018-06-27	2018-06-22	5	27646	14400	14400	5
43759	SO43759	2018-06-15	2018-06-27	2018-06-22	5	13257	21516	21516	5
43760	SO43760	2018-06-15	2018-06-27	2018-06-22	5	16352	11694	11694	2
43761	SO43761	2018-06-15	2018-06-27	2018-06-22	5	16493	24449	24449	4
43762	SO43762	2018-06-16	2018-06-28	2018-06-23	5	27578	19011	19011	1
43763	SO43763	2018-06-16	2018-06-28	2018-06-23	5	16525	13961	13961	1
43764	SO43764	2018-06-16	2018-06-28	2018-06-23	5	16612	18740	18740	5
43765	SO43765	2018-06-16	2018-06-28	2018-06-23	5	11010	15412	15412	1
43766	SO43766	2018-06-17	2018-06-29	2018-06-24	5	16518	26446	26446	1
43767	SO43767	2018-06-17	2018-06-29	2018-06-24	5	11001	14489	14489	5
43768	SO43768	2018-06-18	2018-06-30	2018-06-25	5	27649	24209	24209	2
43769	SO43769	2018-06-18	2018-06-30	2018-06-25	5	21659	12365	12365	4
43770	SO43770	2018-06-18	2018-06-30	2018-06-25	5	27614	21039	21039	1
43771	SO43771	2018-06-18	2018-06-30	2018-06-25	5	14559	21657	21657	4
43772	SO43772	2018-06-18	2018-06-30	2018-06-25	5	16524	15700	15700	1
43773	SO43773	2018-06-18	2018-06-30	2018-06-25	5	16526	19998	19998	3
43774	SO43774	2018-06-18	2018-06-30	2018-06-25	5	16348	20184	20184	1
43775	SO43775	2018-06-18	2018-06-30	2018-06-25	5	11027	14561	14561	1
43776	SO43776	2018-06-19	2018-07-01	2018-06-26	5	13260	15402	15402	5
43777	SO43777	2018-06-19	2018-07-01	2018-06-26	5	16515	24873	24873	1
43778	SO43778	2018-06-19	2018-07-01	2018-06-26	5	11018	16433	16433	1
43779	SO43779	2018-06-19	2018-07-01	2018-06-26	5	25252	20850	20850	1
43780	SO43780	2018-06-20	2018-07-02	2018-06-27	5	11599	25850	25850	1
43781	SO43781	2018-06-20	2018-07-02	2018-06-27	5	16495	22857	22857	5
43782	SO43782	2018-06-20	2018-07-02	2018-06-27	5	16516	13386	13386	1
43783	SO43783	2018-06-20	2018-07-02	2018-06-27	5	16620	26601	26601	1
43784	SO43784	2018-06-21	2018-07-03	2018-06-28	5	27667	12491	12491	1
43785	SO43785	2018-06-21	2018-07-03	2018-06-28	5	11601	17236	17236	2
43786	SO43786	2018-06-21	2018-07-03	2018-06-28	5	11607	23683	23683	5
43787	SO43787	2018-06-21	2018-07-03	2018-06-28	5	29385	29348	29348	5
43788	SO43788	2018-06-21	2018-07-03	2018-06-28	5	11239	25489	25489	3
43789	SO43789	2018-06-21	2018-07-03	2018-06-28	5	25865	21950	21950	1
43790	SO43790	2018-06-21	2018-07-03	2018-06-28	5	25857	21871	21871	1
43791	SO43791	2018-06-21	2018-07-03	2018-06-28	5	16484	11580	11580	1
43792	SO43792	2018-06-21	2018-07-03	2018-06-28	5	16623	14105	14105	5
43793	SO43793	2018-06-21	2018-07-03	2018-06-28	5	11000	22601	22601	5
43794	SO43794	2018-06-21	2018-07-03	2018-06-28	5	11029	24713	24713	5
43795	SO43795	2018-06-22	2018-07-04	2018-06-29	5	27615	12290	12290	1
43796	SO43796	2018-06-22	2018-07-04	2018-06-29	5	17956	11860	11860	5
43797	SO43797	2018-06-22	2018-07-04	2018-06-29	5	16345	11578	11578	5
43798	SO43798	2018-06-22	2018-07-04	2018-06-29	5	16521	17493	17493	2
43799	SO43799	2018-06-22	2018-07-04	2018-06-29	5	16636	23813	23813	5
43800	SO43800	2018-06-23	2018-07-05	2018-06-30	5	21710	16244	16244	4
43801	SO43801	2018-06-23	2018-07-05	2018-06-30	5	13583	22676	22676	2
43802	SO43802	2018-06-23	2018-07-05	2018-06-30	5	11593	15981	15981	5
43803	SO43803	2018-06-24	2018-07-06	2018-07-01	5	21741	17092	17092	1
43804	SO43804	2018-06-24	2018-07-06	2018-07-01	5	13585	18048	18048	5
43805	SO43805	2018-06-24	2018-07-06	2018-07-01	5	14510	26084	26084	1
43806	SO43806	2018-06-24	2018-07-06	2018-07-01	5	16523	26735	26735	5
43807	SO43807	2018-06-25	2018-07-07	2018-07-02	5	11611	15499	15499	5
43808	SO43808	2018-06-25	2018-07-07	2018-07-02	5	13259	24940	24940	5
43809	SO43809	2018-06-25	2018-07-07	2018-07-02	5	16350	12891	12891	2
43810	SO43810	2018-06-25	2018-07-07	2018-07-02	5	11004	20971	20971	2
43811	SO43811	2018-06-25	2018-07-07	2018-07-02	5	11026	11877	11877	4
43812	SO43812	2018-06-26	2018-07-08	2018-07-03	5	27662	13852	13852	4
43813	SO43813	2018-06-26	2018-07-08	2018-07-03	5	28390	16896	16896	1
43814	SO43814	2018-06-26	2018-07-08	2018-07-03	5	25866	21939	21939	1
43815	SO43815	2018-06-26	2018-07-08	2018-07-03	5	16494	15915	15915	5
43816	SO43816	2018-06-26	2018-07-08	2018-07-03	5	16496	21277	21277	5
43817	SO43817	2018-06-26	2018-07-08	2018-07-03	5	16519	12674	12674	5
43818	SO43818	2018-06-26	2018-07-08	2018-07-03	5	16528	16539	16539	5
43819	SO43819	2018-06-26	2018-07-08	2018-07-03	5	11006	15264	15264	5
43820	SO43820	2018-06-27	2018-07-09	2018-07-04	5	27651	24200	24200	5
43821	SO43821	2018-06-27	2018-07-09	2018-07-04	5	27663	24836	24836	5
43822	SO43822	2018-06-27	2018-07-09	2018-07-04	5	27669	20019	20019	3
43823	SO43823	2018-06-27	2018-07-09	2018-07-04	5	19942	15988	15988	5
43824	SO43824	2018-06-27	2018-07-09	2018-07-04	5	14558	11804	11804	1
43825	SO43825	2018-06-27	2018-07-09	2018-07-04	5	16349	16955	16955	1
43826	SO43826	2018-06-27	2018-07-09	2018-07-04	5	11008	23743	23743	4
43827	SO43827	2018-06-27	2018-07-09	2018-07-04	5	25250	27524	27524	3
43828	SO43828	2018-06-28	2018-07-10	2018-07-05	5	27605	13129	13129	1
43829	SO43829	2018-06-28	2018-07-10	2018-07-05	5	27611	24776	24776	1
43830	SO43830	2018-06-28	2018-07-10	2018-07-05	5	16347	18564	18564	1
43831	SO43831	2018-06-28	2018-07-10	2018-07-05	5	11028	24158	24158	5
43832	SO43832	2018-06-28	2018-07-10	2018-07-05	5	13584	23837	23837	2
43833	SO43833	2018-06-29	2018-07-11	2018-07-06	5	21727	16752	16752	5
43834	SO43834	2018-06-29	2018-07-11	2018-07-06	5	28393	15471	15471	5
43835	SO43835	2018-06-29	2018-07-11	2018-07-06	5	19802	17401	17401	1
43836	SO43836	2018-06-29	2018-07-11	2018-07-06	5	26620	19261	19261	2
43837	SO43837	2018-06-29	2018-07-11	2018-07-06	5	11009	29335	29335	2
43838	SO43838	2018-06-30	2018-07-12	2018-07-07	5	27641	16330	16330	5
43839	SO43839	2018-06-30	2018-07-12	2018-07-07	5	27673	20037	20037	5
43840	SO43840	2018-06-30	2018-07-12	2018-07-07	5	17957	25544	25544	1
43841	SO43841	2018-06-30	2018-07-12	2018-07-07	5	13406	28149	28149	1
43842	SO43842	2018-06-30	2018-07-12	2018-07-07	5	16630	18492	18492	5
43918	SO43918	2018-07-01	2018-07-13	2018-07-08	5	22041	18086	18086	1
43919	SO43919	2018-07-01	2018-07-13	2018-07-08	5	12124	27575	27575	2
43920	SO43920	2018-07-01	2018-07-13	2018-07-08	5	28066	27151	27151	1
43921	SO43921	2018-07-01	2018-07-13	2018-07-08	5	16743	18516	18516	5
43922	SO43922	2018-07-01	2018-07-13	2018-07-08	5	13546	26226	26226	1
43923	SO43923	2018-07-02	2018-07-14	2018-07-09	5	28018	28877	28877	1
43924	SO43924	2018-07-02	2018-07-14	2018-07-09	5	12132	29716	29716	1
43925	SO43925	2018-07-02	2018-07-14	2018-07-09	5	16661	28478	28478	2
43926	SO43926	2018-07-03	2018-07-15	2018-07-10	5	11055	18542	18542	1
43927	SO43927	2018-07-03	2018-07-15	2018-07-10	5	16662	26702	26702	3
43928	SO43928	2018-07-03	2018-07-15	2018-07-10	5	16740	14404	14404	2
43929	SO43929	2018-07-03	2018-07-15	2018-07-10	5	25270	25405	25405	1
43930	SO43930	2018-07-04	2018-07-16	2018-07-11	5	28038	28267	28267	1
43931	SO43931	2018-07-04	2018-07-16	2018-07-11	5	13548	17636	17636	4
43932	SO43932	2018-07-04	2018-07-16	2018-07-11	5	16741	26403	26403	5
43933	SO43933	2018-07-04	2018-07-16	2018-07-11	5	11031	22987	22987	1
43934	SO43934	2018-07-04	2018-07-16	2018-07-11	5	11034	18711	18711	5
43935	SO43935	2018-07-05	2018-07-17	2018-07-12	5	20048	16643	16643	1
43936	SO43936	2018-07-05	2018-07-17	2018-07-12	5	28065	26957	26957	1
43937	SO43937	2018-07-05	2018-07-17	2018-07-12	5	17047	24245	24245	5
43938	SO43938	2018-07-05	2018-07-17	2018-07-12	5	16686	15337	15337	1
43939	SO43939	2018-07-05	2018-07-17	2018-07-12	5	16659	21292	21292	1
43940	SO43940	2018-07-05	2018-07-17	2018-07-12	5	25294	17574	17574	2
43941	SO43941	2018-07-06	2018-07-18	2018-07-13	5	13600	19186	19186	1
43942	SO43942	2018-07-06	2018-07-18	2018-07-13	5	17051	14866	14866	5
43943	SO43943	2018-07-06	2018-07-18	2018-07-13	5	14565	19488	19488	3
43944	SO43944	2018-07-06	2018-07-18	2018-07-13	5	11054	18844	18844	2
43945	SO43945	2018-07-06	2018-07-18	2018-07-13	5	16675	19751	19751	1
43946	SO43946	2018-07-06	2018-07-18	2018-07-13	5	16687	23516	23516	1
43947	SO43947	2018-07-06	2018-07-18	2018-07-13	5	16712	14056	14056	5
43948	SO43948	2018-07-06	2018-07-18	2018-07-13	5	11047	21998	21998	5
43949	SO43949	2018-07-07	2018-07-19	2018-07-14	5	27726	19937	19937	1
43950	SO43950	2018-07-07	2018-07-19	2018-07-14	5	28014	20434	20434	1
43951	SO43951	2018-07-07	2018-07-19	2018-07-14	5	16696	14933	14933	1
43952	SO43952	2018-07-07	2018-07-19	2018-07-14	5	16639	24077	24077	5
43953	SO43953	2018-07-08	2018-07-20	2018-07-15	5	20049	21405	21405	1
43954	SO43954	2018-07-08	2018-07-20	2018-07-15	5	13602	16657	16657	1
43955	SO43955	2018-07-08	2018-07-20	2018-07-15	5	13661	25143	25143	5
43956	SO43956	2018-07-08	2018-07-20	2018-07-15	5	11030	26358	26358	2
43957	SO43957	2018-07-09	2018-07-21	2018-07-16	5	28068	12047	12047	5
43958	SO43958	2018-07-09	2018-07-21	2018-07-16	5	16658	18015	18015	4
43959	SO43959	2018-07-09	2018-07-21	2018-07-16	5	11035	23018	23018	5
43960	SO43960	2018-07-09	2018-07-21	2018-07-16	5	11046	28971	28971	1
43961	SO43961	2018-07-10	2018-07-22	2018-07-17	5	28031	19605	19605	1
43962	SO43962	2018-07-10	2018-07-22	2018-07-17	5	28076	26676	26676	5
43963	SO43963	2018-07-10	2018-07-22	2018-07-17	5	16685	22808	22808	4
43964	SO43964	2018-07-10	2018-07-22	2018-07-17	5	16745	23287	23287	1
43965	SO43965	2018-07-10	2018-07-22	2018-07-17	5	11038	27731	27731	2
43966	SO43966	2018-07-10	2018-07-22	2018-07-17	5	11039	24751	24751	1
43967	SO43967	2018-07-11	2018-07-23	2018-07-18	5	28040	25586	25586	5
43968	SO43968	2018-07-11	2018-07-23	2018-07-18	5	28067	28431	28431	1
43969	SO43969	2018-07-11	2018-07-23	2018-07-18	5	28071	21890	21890	1
43970	SO43970	2018-07-11	2018-07-23	2018-07-18	5	16684	29208	29208	5
43971	SO43971	2018-07-11	2018-07-23	2018-07-18	5	16657	13844	13844	5
43972	SO43972	2018-07-12	2018-07-24	2018-07-19	5	21939	25027	25027	2
43973	SO43973	2018-07-12	2018-07-24	2018-07-19	5	28039	13444	13444	1
43974	SO43974	2018-07-12	2018-07-24	2018-07-19	5	13687	25873	25873	1
43975	SO43975	2018-07-12	2018-07-24	2018-07-19	5	13540	24395	24395	1
43976	SO43976	2018-07-12	2018-07-24	2018-07-19	5	28063	18656	18656	4
43977	SO43977	2018-07-12	2018-07-24	2018-07-19	5	16703	25353	25353	5
43978	SO43978	2018-07-13	2018-07-25	2018-07-20	5	28030	25351	25351	5
43979	SO43979	2018-07-13	2018-07-25	2018-07-20	5	14576	12682	12682	5
43980	SO43980	2018-07-13	2018-07-25	2018-07-20	5	11048	22583	22583	5
43981	SO43981	2018-07-13	2018-07-25	2018-07-20	5	16664	18948	18948	1
43982	SO43982	2018-07-13	2018-07-25	2018-07-20	5	25271	25894	25894	1
43983	SO43983	2018-07-14	2018-07-26	2018-07-21	5	28017	27287	27287	1
43984	SO43984	2018-07-14	2018-07-26	2018-07-21	5	13545	18444	18444	2
43985	SO43985	2018-07-14	2018-07-26	2018-07-21	5	13515	13896	13896	1
43986	SO43986	2018-07-14	2018-07-26	2018-07-21	5	28070	24410	24410	5
43987	SO43987	2018-07-15	2018-07-27	2018-07-22	5	28042	28003	28003	5
43988	SO43988	2018-07-15	2018-07-27	2018-07-22	5	11244	21821	21821	1
43989	SO43989	2018-07-15	2018-07-27	2018-07-22	5	28083	29742	29742	1
43990	SO43990	2018-07-15	2018-07-27	2018-07-22	5	25872	17167	17167	5
43991	SO43991	2018-07-15	2018-07-27	2018-07-22	5	16660	23489	23489	1
43992	SO43992	2018-07-15	2018-07-27	2018-07-22	5	16638	26991	26991	5
43993	SO43993	2018-07-17	2018-07-29	2018-07-24	5	16929	19246	19246	5
43994	SO43994	2018-07-18	2018-07-30	2018-07-25	5	27681	20835	20835	1
43995	SO43995	2018-07-18	2018-07-30	2018-07-25	5	21813	13493	13493	1
43996	SO43996	2018-07-18	2018-07-30	2018-07-25	5	27920	28195	28195	1
43997	SO43997	2018-07-18	2018-07-30	2018-07-25	5	28022	26341	26341	5
43998	SO43998	2018-07-18	2018-07-30	2018-07-25	5	11033	18528	18528	1
43999	SO43999	2018-07-18	2018-07-30	2018-07-25	5	28047	19357	19357	1
44000	SO44000	2018-07-19	2018-07-31	2018-07-26	5	27918	21592	21592	5
44001	SO44001	2018-07-19	2018-07-31	2018-07-26	5	28044	24719	24719	1
44002	SO44002	2018-07-19	2018-07-31	2018-07-26	5	14572	16629	16629	5
44003	SO44003	2018-07-19	2018-07-31	2018-07-26	5	19325	21119	21119	1
44004	SO44004	2018-07-19	2018-07-31	2018-07-26	5	28061	26326	26326	1
44005	SO44005	2018-07-19	2018-07-31	2018-07-26	5	26629	16299	16299	5
44006	SO44006	2018-07-19	2018-07-31	2018-07-26	5	16744	21462	21462	1
44007	SO44007	2018-07-19	2018-07-31	2018-07-26	5	25555	13775	13775	1
44008	SO44008	2018-07-20	2018-08-01	2018-07-27	5	27678	25531	25531	5
44009	SO44009	2018-07-20	2018-08-01	2018-07-27	5	27759	16988	16988	1
44010	SO44010	2018-07-20	2018-08-01	2018-07-27	5	13680	16926	16926	5
44011	SO44011	2018-07-20	2018-08-01	2018-07-27	5	13514	28923	28923	5
44012	SO44012	2018-07-20	2018-08-01	2018-07-27	5	11052	24347	24347	4
44013	SO44013	2018-07-20	2018-08-01	2018-07-27	5	16928	24913	24913	4
44014	SO44014	2018-07-21	2018-08-02	2018-07-28	5	27917	17086	17086	5
44015	SO44015	2018-07-21	2018-08-02	2018-07-28	5	13693	17306	17306	5
44016	SO44016	2018-07-21	2018-08-02	2018-07-28	5	11247	14898	14898	1
44017	SO44017	2018-07-21	2018-08-02	2018-07-28	5	28078	26037	26037	5
44018	SO44018	2018-07-21	2018-08-02	2018-07-28	5	25876	26090	26090	2
44019	SO44019	2018-07-21	2018-08-02	2018-07-28	5	16701	11429	11429	1
44020	SO44020	2018-07-21	2018-08-02	2018-07-28	5	16931	13520	13520	1
44021	SO44021	2018-07-21	2018-08-02	2018-07-28	5	11032	25324	25324	5
44022	SO44022	2018-07-22	2018-08-03	2018-07-29	5	22008	21025	21025	1
44023	SO44023	2018-07-22	2018-08-03	2018-07-29	5	19830	12371	12371	4
44024	SO44024	2018-07-22	2018-08-03	2018-07-29	5	16663	14001	14001	1
44025	SO44025	2018-07-22	2018-08-03	2018-07-29	5	16708	25292	25292	1
44026	SO44026	2018-07-22	2018-08-03	2018-07-29	5	17045	29375	29375	1
44027	SO44027	2018-07-23	2018-08-04	2018-07-30	5	21921	13324	13324	1
44028	SO44028	2018-07-23	2018-08-04	2018-07-30	5	17048	27841	27841	3
44029	SO44029	2018-07-23	2018-08-04	2018-07-30	5	11050	26423	26423	5
44030	SO44030	2018-07-24	2018-08-05	2018-07-31	5	12131	24044	24044	5
44031	SO44031	2018-07-24	2018-08-05	2018-07-31	5	13689	24291	24291	1
44032	SO44032	2018-07-24	2018-08-05	2018-07-31	5	11243	22782	22782	4
44033	SO44033	2018-07-24	2018-08-05	2018-07-31	5	16693	15526	15526	4
44034	SO44034	2018-07-24	2018-08-05	2018-07-31	5	16702	28770	28770	3
44035	SO44035	2018-07-24	2018-08-05	2018-07-31	5	16707	28217	28217	1
44036	SO44036	2018-07-24	2018-08-05	2018-07-31	5	17046	13001	13001	1
44037	SO44037	2018-07-24	2018-08-05	2018-07-31	5	25272	22224	22224	5
44038	SO44038	2018-07-24	2018-08-05	2018-07-31	5	25868	21186	21186	5
44039	SO44039	2018-07-25	2018-08-06	2018-08-01	5	17971	12447	12447	1
44040	SO44040	2018-07-25	2018-08-06	2018-08-01	5	11057	26048	26048	1
44041	SO44041	2018-07-25	2018-08-06	2018-08-01	5	16742	26228	26228	1
44042	SO44042	2018-07-26	2018-08-07	2018-08-02	5	13678	13496	13496	1
44043	SO44043	2018-07-26	2018-08-07	2018-08-02	5	13679	26729	26729	5
44044	SO44044	2018-07-26	2018-08-07	2018-08-02	5	13690	14914	14914	1
44045	SO44045	2018-07-26	2018-08-07	2018-08-02	5	28394	21007	21007	1
44046	SO44046	2018-07-26	2018-08-07	2018-08-02	5	28064	20990	20990	1
44047	SO44047	2018-07-26	2018-08-07	2018-08-02	5	25878	28360	28360	4
44048	SO44048	2018-07-26	2018-08-07	2018-08-02	5	16713	26280	26280	5
44049	SO44049	2018-07-27	2018-08-08	2018-08-03	5	13538	16438	16438	5
44050	SO44050	2018-07-27	2018-08-08	2018-08-03	5	17050	17773	17773	1
44051	SO44051	2018-07-28	2018-08-09	2018-08-04	5	13691	17906	17906	5
44052	SO44052	2018-07-28	2018-08-09	2018-08-04	5	16637	26101	26101	2
44053	SO44053	2018-07-29	2018-08-10	2018-08-05	5	19329	24536	24536	1
44054	SO44054	2018-07-29	2018-08-10	2018-08-05	5	13542	17571	17571	2
44055	SO44055	2018-07-29	2018-08-10	2018-08-05	5	13543	29271	29271	1
44056	SO44056	2018-07-29	2018-08-10	2018-08-05	5	13559	23197	23197	1
44057	SO44057	2018-07-29	2018-08-10	2018-08-05	5	14577	11705	11705	3
44058	SO44058	2018-07-29	2018-08-10	2018-08-05	5	11056	17481	17481	1
44059	SO44059	2018-07-29	2018-08-10	2018-08-05	5	16688	19474	19474	4
44060	SO44060	2018-07-29	2018-08-10	2018-08-05	5	25273	14197	14197	1
44061	SO44061	2018-07-30	2018-08-11	2018-08-06	5	27919	15624	15624	2
44062	SO44062	2018-07-30	2018-08-11	2018-08-06	5	28041	19623	19623	4
44063	SO44063	2018-07-30	2018-08-11	2018-08-06	5	11240	23429	23429	5
44064	SO44064	2018-07-30	2018-08-11	2018-08-06	5	22050	24246	24246	2
44065	SO44065	2018-07-30	2018-08-11	2018-08-06	5	28062	13473	13473	1
44066	SO44066	2018-07-30	2018-08-11	2018-08-06	5	25867	25529	25529	1
44067	SO44067	2018-07-30	2018-08-11	2018-08-06	5	17049	26455	26455	1
44068	SO44068	2018-07-31	2018-08-12	2018-08-07	5	13541	17999	17999	4
44069	SO44069	2018-07-31	2018-08-12	2018-08-07	5	28395	29244	29244	2
44070	SO44070	2018-07-31	2018-08-12	2018-08-07	5	19829	13311	13311	1
44071	SO44071	2018-07-31	2018-08-12	2018-08-07	5	16691	24117	24117	1
44072	SO44072	2018-07-31	2018-08-12	2018-08-07	5	16656	14593	14593	5
44073	SO44073	2018-07-31	2018-08-12	2018-08-07	5	11044	14279	14279	1
44134	SO44134	2018-08-01	2018-08-13	2018-08-08	5	13821	24945	24945	5
44135	SO44135	2018-08-01	2018-08-13	2018-08-08	5	28156	19928	19928	4
44136	SO44136	2018-08-01	2018-08-13	2018-08-08	5	22114	13829	13829	1
44137	SO44137	2018-08-01	2018-08-13	2018-08-08	5	17328	17575	17575	1
44138	SO44138	2018-08-02	2018-08-14	2018-08-09	5	13765	18488	18488	5
44139	SO44139	2018-08-02	2018-08-14	2018-08-09	5	13792	13887	13887	1
44140	SO44140	2018-08-02	2018-08-14	2018-08-09	5	12221	27557	27557	2
44141	SO44141	2018-08-02	2018-08-14	2018-08-09	5	13572	26165	26165	2
44142	SO44142	2018-08-02	2018-08-14	2018-08-09	5	22058	21149	21149	5
44143	SO44143	2018-08-02	2018-08-14	2018-08-09	5	28145	27521	27521	2
44144	SO44144	2018-08-02	2018-08-14	2018-08-09	5	17071	20999	20999	1
44145	SO44145	2018-08-02	2018-08-14	2018-08-09	5	17309	29827	29827	1
44146	SO44146	2018-08-02	2018-08-14	2018-08-09	5	17310	21537	21537	1
44147	SO44147	2018-08-02	2018-08-14	2018-08-09	5	17320	26407	26407	5
44148	SO44148	2018-08-03	2018-08-15	2018-08-10	5	28172	13886	13886	1
44149	SO44149	2018-08-03	2018-08-15	2018-08-10	5	17242	14369	14369	1
44150	SO44150	2018-08-03	2018-08-15	2018-08-10	5	17315	19054	19054	1
44151	SO44151	2018-08-03	2018-08-15	2018-08-10	5	25558	27468	27468	1
44152	SO44152	2018-08-04	2018-08-16	2018-08-11	5	11334	20502	20502	1
44153	SO44153	2018-08-04	2018-08-16	2018-08-11	5	28168	17718	17718	1
44154	SO44154	2018-08-04	2018-08-16	2018-08-11	5	28181	19903	19903	3
44155	SO44155	2018-08-04	2018-08-16	2018-08-11	5	28131	27306	27306	1
44156	SO44156	2018-08-04	2018-08-16	2018-08-11	5	25887	24851	24851	5
44157	SO44157	2018-08-04	2018-08-16	2018-08-11	5	17055	22442	22442	1
44158	SO44158	2018-08-05	2018-08-17	2018-08-12	5	13567	23463	23463	5
44159	SO44159	2018-08-05	2018-08-17	2018-08-12	5	28182	12930	12930	2
44160	SO44160	2018-08-05	2018-08-17	2018-08-12	5	28186	20498	20498	5
44161	SO44161	2018-08-06	2018-08-18	2018-08-13	5	13772	18045	18045	1
44162	SO44162	2018-08-06	2018-08-18	2018-08-13	5	28185	14339	14339	1
44163	SO44163	2018-08-06	2018-08-18	2018-08-13	5	28193	21205	21205	1
44164	SO44164	2018-08-06	2018-08-18	2018-08-13	5	28088	20517	20517	1
