11168	18143	AW00011168
11169	14713	AW00011169
11170	3164	AW00011170
11171	16623	AW00011171
11172	10282	AW00011172
11173	12474	AW00011173
11174	19012	AW00011174
11175	5468	AW00011175
11176	15994	AW00011176
11177	5651	AW00011177
11178	17696	AW00011178
11179	16169	AW00011179
11180	20564	AW00011180
11181	4935	AW00011181
11182	3087	AW00011182
11183	11425	AW00011183
11184	18783	AW00011184
11185	12569	AW00011185
11186	12608	AW00011186
11187	20457	AW00011187
11188	9002	AW00011188
11189	14459	AW00011189
11190	13265	AW00011190
11191	10722	AW00011191
11192	17599	AW00011192
11193	14519	AW00011193
11194	7727	AW00011194
11195	19140	AW00011195
11196	2800	AW00011196
11197	9000	AW00011197
11198	8052	AW00011198
11199	7729	AW00011199
11200	5409	AW00011200
11201	3054	AW00011201
11202	7092	AW00011202
11203	5463	AW00011203
11204	20019	AW00011204
11205	18028	AW00011205
11206	13604	AW00011206
11207	8512	AW00011207
11208	3225	AW00011208
11209	9318	AW00011209
11210	13628	AW00011210
11211	12549	AW00011211
11212	9700	AW00011212
11213	3074	AW00011213
11214	4847	AW00011214
11215	7440	AW00011215
11216	19820	AW00011216
11217	10262	AW00011217
11218	11750	AW00011218
11219	15531	AW00011219
11220	2477	AW00011220
11221	5941	AW00011221
11222	2773	AW00011222
11223	3197	AW00011223
11224	2656	AW00011224
11225	12350	AW00011225
11226	2873	AW00011226
11227	11590	AW00011227
11228	12412	AW00011228
11229	15841	AW00011229
11230	9612	AW00011230
11231	17885	AW00011231
11232	3210	AW00011232
11233	18194	AW00011233
11234	3686	AW00011234
11235	15802	AW00011235
11236	13521	AW00011236
11237	7511	AW00011237
11238	3392	AW00011238
11239	16405	AW00011239
11240	14359	AW00011240
11241	2436	AW00011241
11242	18425	AW00011242
11243	13712	AW00011243
11244	12751	AW00011244
11245	15603	AW00011245
11246	6162	AW00011246
11247	5863	AW00011247
11248	12887	AW00011248
11249	7289	AW00011249
11250	2526	AW00011250
11251	13411	AW00011251
11252	19006	AW00011252
11253	17012	AW00011253
11254	15887	AW00011254
11255	13436	AW00011255
11256	10472	AW00011256
11257	7742	AW00011257
11258	4422	AW00011258
11259	19376	AW00011259
11260	7966	AW00011260
11261	9398	AW00011261
11262	20532	AW00011262
11263	8473	AW00011263
11264	5022	AW00011264
11265	11905	AW00011265
11266	3560	AW00011266
11267	6679	AW00011267
11268	9972	AW00011268
11269	6565	AW00011269
11270	17332	AW00011270
11271	9120	AW00011271
11272	11652	AW00011272
11273	5982	AW00011273
11274	5755	AW00011274
11275	11516	AW00011275
11276	15449	AW00011276
11277	4855	AW00011277
11278	16067	AW00011278
11279	2996	AW00011279
11280	15746	AW00011280
11281	19134	AW00011281
11282	18134	AW00011282
11283	10416	AW00011283
11284	13914	AW00011284
11285	3992	AW00011285
11286	6067	AW00011286
11287	15978	AW00011287
11288	7340	AW00011288
11289	9943	AW00011289
11290	9500	AW00011290
11291	10573	AW00011291
11292	4363	AW00011292
11293	5643	AW00011293
11294	4480	AW00011294
11295	12166	AW00011295
11296	3390	AW00011296
11297	6090	AW00011297
11298	13588	AW00011298
11299	18920	AW00011299
11300	13098	AW00011300
11301	17545	AW00011301
11302	13173	AW00011302
11303	20393	AW00011303
11304	11060	AW00011304
11305	15658	AW00011305
11306	6569	AW00011306
11307	17232	AW00011307
11308	13892	AW00011308
11309	11837	AW00011309
11310	8059	AW00011310
11311	10634	AW00011311
11312	8443	AW00011312
11313	12824	AW00011313
11314	7316	AW00011314
11315	3165	AW00011315
11316	17567	AW00011316
11317	19474	AW00011317
11318	12090	AW00011318
11319	8869	AW00011319
11320	10675	AW00011320
11321	8078	AW00011321
11322	10780	AW00011322
11323	6205	AW00011323
11324	18495	AW00011324
11325	5887	AW00011325
11326	12845	AW00011326
11327	12429	AW00011327
11328	13353	AW00011328
11329	2731	AW00011329
11330	17961	AW00011330
11331	12526	AW00011331
11332	9820	AW00011332
11333	12230	AW00011333
11334	11435	AW00011334
11335	7551	AW00011335
11336	17116	AW00011336
11337	7701	AW00011337
11338	18341	AW00011338
11339	17934	AW00011339
11340	16870	AW00011340
11341	18181	AW00011341
11342	10772	AW00011342
11343	10977	AW00011343
11344	5432	AW00011344
11345	13748	AW00011345
11346	9801	AW00011346
11347	11160	AW00011347
11348	20395	AW00011348
11349	4543	AW00011349
11350	4840	AW00011350
11351	14384	AW00011351
11352	19484	AW00011352
11353	17884	AW00011353
11354	9822	AW00011354
11355	14813	AW00011355
11356	4274	AW00011356
11357	6416	AW00011357
11358	19727	AW00011358
11359	2917	AW00011359
11360	6819	AW00011360
11361	18498	AW00011361
11362	13039	AW00011362
11363	13323	AW00011363
11364	9381	AW00011364
11365	17557	AW00011365
11366	7583	AW00011366
11367	9186	AW00011367
11368	4235	AW00011368
11369	8939	AW00011369
11370	19778	AW00011370
11371	11293	AW00011371
11372	13938	AW00011372
11373	4491	AW00011373
11374	15673	AW00011374
11375	16715	AW00011375
11376	14864	AW00011376
11377	1699	AW00011377
11378	2542	AW00011378
11379	19036	AW00011379
11380	17133	AW00011380
11381	10600	AW00011381
11382	13644	AW00011382
11383	10118	AW00011383
11384	2654	AW00011384
11385	4106	AW00011385
11386	12952	AW00011386
11387	19112	AW00011387
11388	18946	AW00011388
11389	5144	AW00011389
11390	19898	AW00011390
11391	19816	AW00011391
11392	13350	AW00011392
11393	4156	AW00011393
11394	20196	AW00011394
11395	6089	AW00011395
11396	4742	AW00011396
11397	16386	AW00011397
11398	13507	AW00011398
11399	15375	AW00011399
11400	8578	AW00011400
11401	13814	AW00011401
11402	12088	AW00011402
11403	15467	AW00011403
11404	11679	AW00011404
11405	3725	AW00011405
11406	16378	AW00011406
11407	16780	AW00011407
11408	10237	AW00011408
11409	7768	AW00011409
11410	9086	AW00011410
11411	14287	AW00011411
11412	2903	AW00011412
11413	19074	AW00011413
11414	14749	AW00011414
11415	18184	AW00011415
11416	16361	AW00011416
11417	12395	AW00011417
11418	12831	AW00011418
11419	16758	AW00011419
11420	16035	AW00011420
11421	20718	AW00011421
11422	2552	AW00011422
11423	19791	AW00011423
11424	15561	AW00011424
11425	8250	AW00011425
11426	16113	AW00011426
11427	13861	AW00011427
11428	9769	AW00011428
11429	3885	AW00011429
11430	16287	AW00011430
11431	3933	AW00011431
11432	7484	AW00011432
11433	9067	AW00011433
11434	16076	AW00011434
11435	13722	AW00011435
11436	3558	AW00011436
11437	2791	AW00011437
11438	11514	AW00011438
11439	6238	AW00011439
11440	7806	AW00011440
11441	18688	AW00011441
11442	18944	AW00011442
11443	19677	AW00011443
11444	16207	AW00011444
11445	10473	AW00011445
11446	17293	AW00011446
11447	10086	AW00011447
11448	5746	AW00011448
11449	4748	AW00011449
11450	19514	AW00011450
11451	11260	AW00011451
11452	18727	AW00011452
11453	4028	AW00011453
11454	14065	AW00011454
11455	11827	AW00011455
11456	13559	AW00011456
11457	7065	AW00011457
11458	4775	AW00011458
11459	8607	AW00011459
11460	4392	AW00011460
11461	19233	AW00011461
11462	2393	AW00011462
11463	12037	AW00011463
11464	12478	AW00011464
11465	13084	AW00011465
11466	9266	AW00011466
11467	10149	AW00011467
11468	12983	AW00011468
11469	13219	AW00011469
11470	10358	AW00011470
11471	6159	AW00011471
11472	2614	AW00011472
11473	19642	AW00011473
11474	4368	AW00011474
11475	3829	AW00011475
11476	18701	AW00011476
11477	12874	AW00011477
11478	15732	AW00011478
11479	5624	AW00011479
11480	12283	AW00011480
11481	2492	AW00011481
11482	7115	AW00011482
11483	9182	AW00011483
11484	2965	AW00011484
11485	20025	AW00011485
11486	9063	AW00011486
11487	11167	AW00011487
11488	8034	AW00011488
11489	8865	AW00011489
11490	14781	AW00011490
11491	16087	AW00011491
11492	4279	AW00011492
11493	12161	AW00011493
11494	15646	AW00011494
11495	2416	AW00011495
11496	19051	AW00011496
11497	16359	AW00011497
11498	10006	AW00011498
11499	11641	AW00011499
11500	12637	AW00011500
11501	19762	AW00011501
11502	14431	AW00011502
11503	17896	AW00011503
11504	10353	AW00011504
11505	19853	AW00011505
11506	18984	AW00011506
11507	2661	AW00011507
11508	11912	AW00011508
11509	12214	AW00011509
11510	4361	AW00011510
11511	5541	AW00011511
11512	9713	AW00011512
11513	20136	AW00011513
11514	13483	AW00011514
11515	2528	AW00011515
11516	7322	AW00011516
11517	2982	AW00011517
11518	13649	AW00011518
11519	7703	AW00011519
11520	9228	AW00011520
11521	8193	AW00011521
11522	6762	AW00011522
11523	4785	AW00011523
11524	11540	AW00011524
11525	9187	AW00011525
11526	2988	AW00011526
11527	10226	AW00011527
11528	7200	AW00011528
11529	6261	AW00011529
11530	18892	AW00011530
11531	4431	AW00011531
11532	11625	AW00011532
11533	9698	AW00011533
11534	17549	AW00011534
11535	4974	AW00011535
11536	6482	AW00011536
11537	12944	AW00011537
11538	11443	AW00011538
11539	6616	AW00011539
11540	6627	AW00011540
11541	12902	AW00011541
11542	12528	AW00011542
11543	8695	AW00011543
11544	20089	AW00011544
11545	7767	AW00011545
11546	19884	AW00011546
11547	7298	AW00011547
11548	19486	AW00011548
11549	20772	AW00011549
11550	6061	AW00011550
11551	19979	AW00011551
11552	6707	AW00011552
11553	8511	AW00011553
11554	2894	AW00011554
11555	7606	AW00011555
11556	4286	AW00011556
11557	14296	AW00011557
11558	8176	AW00011558
11559	7880	AW00011559
11560	18895	AW00011560
11561	13630	AW00011561
11562	2943	AW00011562
11563	3819	AW00011563
11564	18319	AW00011564
11565	19267	AW00011565
11566	20542	AW00011566
11567	7573	AW00011567
11568	7117	AW00011568
11569	15794	AW00011569
11570	20585	AW00011570
11571	20074	AW00011571
11572	15739	AW00011572
11573	7211	AW00011573
11574	3489	AW00011574
11575	16181	AW00011575
11576	5358	AW00011576
11577	6264	AW00011577
11578	4728	AW00011578
11579	12669	AW00011579
11580	4387	AW00011580
11581	7287	AW00011581
11582	5880	AW00011582
11583	3487	AW00011583
11584	4977	AW00011584
11585	10523	AW00011585
11586	6624	AW00011586
11587	5813	AW00011587
11588	15427	AW00011588
11589	9631	AW00011589
11590	18690	AW00011590
11591	17608	AW00011591
11592	8368	AW00011592
11593	6946	AW00011593
11594	20477	AW00011594
11595	14858	AW00011595
11596	13309	AW00011596
11597	18208	AW00011597
11598	10626	AW00011598
11599	16764	AW00011599
11600	13837	AW00011600
11601	8185	AW00011601
11602	18443	AW00011602
11603	8306	AW00011603
11604	8166	AW00011604
11605	15265	AW00011605
11606	17081	AW00011606
11607	14613	AW00011607
11608	3816	AW00011608
11609	5462	AW00011609
11610	4217	AW00011610
11611	6464	AW00011611
11612	20506	AW00011612
11613	10595	AW00011613
11614	16339	AW00011614
11615	20497	AW00011615
11616	16315	AW00011616
11617	14123	AW00011617
11618	14550	AW00011618
11619	10400	AW00011619
11620	11700	AW00011620
11621	17479	AW00011621
11622	17510	AW00011622
11623	7657	AW00011623
11624	17967	AW00011624
11625	18446	AW00011625
11626	20004	AW00011626
11627	14524	AW00011627
11628	8075	AW00011628
11629	17189	AW00011629
11630	3424	AW00011630
11631	13182	AW00011631
11632	2806	AW00011632
11633	17416	AW00011633
11634	15742	AW00011634
11635	8357	AW00011635
11636	8524	AW00011636
11637	10425	AW00011637
11638	13202	AW00011638
11639	7142	AW00011639
11640	11577	AW00011640
11641	6387	AW00011641
11642	20730	AW00011642
11643	17343	AW00011643
11644	14361	AW00011644
11645	9621	AW00011645
11646	3680	AW00011646
11647	18152	AW00011647
11648	16534	AW00011648
11649	4707	AW00011649
11650	5569	AW00011650
11651	19675	AW00011651
11652	6017	AW00011652
11653	2856	AW00011653
11654	9515	AW00011654
11655	11900	AW00011655
11656	10076	AW00011656
11657	19100	AW00011657
11658	16477	AW00011658
11659	4118	AW00011659
11660	7290	AW00011660
11661	14047	AW00011661
11662	6530	AW00011662
11663	4296	AW00011663
11664	20121	AW00011664
11665	6256	AW00011665
11666	16228	AW00011666
11667	4154	AW00011667
11668	9426	AW00011668
11669	2601	AW00011669
11670	7741	AW00011670
11671	12085	AW00011671
11672	20340	AW00011672
11673	17757	AW00011673
11674	20654	AW00011674
11675	4939	AW00011675
11676	17338	AW00011676
11677	4875	AW00011677
11678	17065	AW00011678
11679	14759	AW00011679
11680	9915	AW00011680
11681	12038	AW00011681
11682	11162	AW00011682
11683	17902	AW00011683
11684	4992	AW00011684
11685	5663	AW00011685
11686	15699	AW00011686
11687	14358	AW00011687
11688	19380	AW00011688
11689	13902	AW00011689
11690	6793	AW00011690
11691	11127	AW00011691
11692	5560	AW00011692
11693	3220	AW00011693
11694	14510	AW00011694
11695	16144	AW00011695
11696	9743	AW00011696
11697	5037	AW00011697
11698	17175	AW00011698
11699	14424	AW00011699
11700	14757	AW00011700
11701	6680	AW00011701
11702	11449	AW00011702
11703	10372	AW00011703
11704	17046	AW00011704
11705	8469	AW00011705
11706	4205	AW00011706
11707	2688	AW00011707
11708	11902	AW00011708
11709	9400	AW00011709
11710	8301	AW00011710
11711	18668	AW00011711
11712	9076	AW00011712
11713	5770	AW00011713
11714	7617	AW00011714
11715	11016	AW00011715
11716	14173	AW00011716
11717	4607	AW00011717
11718	12460	AW00011718
11719	4193	AW00011719
11720	20651	AW00011720
11721	20538	AW00011721
11722	13337	AW00011722
11723	5637	AW00011723
11724	16417	AW00011724
11725	5675	AW00011725
11726	5366	AW00011726
11727	18039	AW00011727
11728	17765	AW00011728
11729	16170	AW00011729
11730	19515	AW00011730
11731	14035	AW00011731
11732	3007	AW00011732
11733	10698	AW00011733
11734	12677	AW00011734
11735	2858	AW00011735
11736	15260	AW00011736
11737	11688	AW00011737
11738	5910	AW00011738
11739	17109	AW00011739
11740	10889	AW00011740
11741	11916	AW00011741
11742	4261	AW00011742
11743	14185	AW00011743
11744	9722	AW00011744
11745	9861	AW00011745
11746	14163	AW00011746
11747	11484	AW00011747
11748	4189	AW00011748
11749	5018	AW00011749
11750	16366	AW00011750
11751	19466	AW00011751
11752	19064	AW00011752
11753	14305	AW00011753
11754	6276	AW00011754
11755	13399	AW00011755
11756	13838	AW00011756
11757	17976	AW00011757
11758	13490	AW00011758
11759	12237	AW00011759
11760	16854	AW00011760
11761	8150	AW00011761
11762	14940	AW00011762
11763	11773	AW00011763
11764	5718	AW00011764
11765	15703	AW00011765
11766	15424	AW00011766
11767	7199	AW00011767
11768	12659	AW00011768
11769	10448	AW00011769
11770	20429	AW00011770
11771	15199	AW00011771
11772	17651	AW00011772
11773	13313	AW00011773
11774	19480	AW00011774
11775	9561	AW00011775
11776	4357	AW00011776
11777	7279	AW00011777
11778	3416	AW00011778
11779	12475	AW00011779
11780	3530	AW00011780
11781	14463	AW00011781
11782	11607	AW00011782
11783	10020	AW00011783
11784	16021	AW00011784
11785	6721	AW00011785
11786	15123	AW00011786
11787	16921	AW00011787
11788	20045	AW00011788
11789	9683	AW00011789
11790	16313	AW00011790
11791	14954	AW00011791
11792	7104	AW00011792
11793	15408	AW00011793
11794	19035	AW00011794
11795	11448	AW00011795
11796	7476	AW00011796
11797	13697	AW00011797
11798	9354	AW00011798
11799	5506	AW00011799
11800	10319	AW00011800
11801	5529	AW00011801
11802	12326	AW00011802
11803	10470	AW00011803
11804	9605	AW00011804
11805	4575	AW00011805
11806	20438	AW00011806
11807	4824	AW00011807
11808	16202	AW00011808
11809	14495	AW00011809
11810	13210	AW00011810
11811	3945	AW00011811
11812	18898	AW00011812
11813	19150	AW00011813
11814	14990	AW00011814
11815	13043	AW00011815
11816	11061	AW00011816
11817	11176	AW00011817
11818	18580	AW00011818
11819	5679	AW00011819
11820	10662	AW00011820
11821	18122	AW00011821
11822	11562	AW00011822
11823	9584	AW00011823
11824	11407	AW00011824
11825	5842	AW00011825
11826	5505	AW00011826
11827	10364	AW00011827
11828	10835	AW00011828
11829	9735	AW00011829
11830	12155	AW00011830
11831	6749	AW00011831
11832	8796	AW00011832
11833	13361	AW00011833
11834	13117	AW00011834
11835	5912	AW00011835
11836	14352	AW00011836
11837	3445	AW00011837
11838	18096	AW00011838
11839	18537	AW00011839
11840	13336	AW00011840
11841	16376	AW00011841
11842	18055	AW00011842
11843	11419	AW00011843
11844	9004	AW00011844
11845	11256	AW00011845
11846	9112	AW00011846
11847	6847	AW00011847
11848	18803	AW00011848
11849	9164	AW00011849
11850	8313	AW00011850
11851	10025	AW00011851
11852	5763	AW00011852
11853	11299	AW00011853
11854	16500	AW00011854
11855	18115	AW00011855
11856	4339	AW00011856
11857	10976	AW00011857
11858	5140	AW00011858
11859	4171	AW00011859
11860	11474	AW00011860
11861	9939	AW00011861
11862	19324	AW00011862
11863	3506	AW00011863
11864	11924	AW00011864
11865	20251	AW00011865
11866	4821	AW00011866
11867	14007	AW00011867
11868	3490	AW00011868
11869	10258	AW00011869
11870	15325	AW00011870
11871	13447	AW00011871
11872	7820	AW00011872
11873	6577	AW00011873
11874	15032	AW00011874
11875	17570	AW00011875
11876	12332	AW00011876
11877	12783	AW00011877
11878	19889	AW00011878
11879	8124	AW00011879
11880	8983	AW00011880
11881	4582	AW00011881
11882	15819	AW00011882
11883	12286	AW00011883
11884	16373	AW00011884
11885	4150	AW00011885
11886	9814	AW00011886
11887	18936	AW00011887
11888	5483	AW00011888
11889	13601	AW00011889
11890	18913	AW00011890
11891	2460	AW00011891
11892	7031	AW00011892
11893	18982	AW00011893
11894	7273	AW00011894
11895	2569	AW00011895
11896	18353	AW00011896
11897	18715	AW00011897
11898	7653	AW00011898
11899	15392	AW00011899
11900	19815	AW00011900
11901	18606	AW00011901
11902	9225	AW00011902
11903	4625	AW00011903
11904	9177	AW00011904
11905	14533	AW00011905
11906	8021	AW00011906
11907	12483	AW00011907
11908	12848	AW00011908
11909	16581	AW00011909
11910	12949	AW00011910
11911	15490	AW00011911
11912	15494	AW00011912
11913	1700	AW00011913
11914	7205	AW00011914
11915	19213	AW00011915
11916	11011	AW00011916
11917	11181	AW00011917
11918	10119	AW00011918
11919	2844	AW00011919
11920	7095	AW00011920
11921	8945	AW00011921
11922	17604	AW00011922
11923	12641	AW00011923
11924	13878	AW00011924
11925	8958	AW00011925
11926	13751	AW00011926
11927	19899	AW00011927
11928	20753	AW00011928
11929	7623	AW00011929
11930	12990	AW00011930
11931	4658	AW00011931
11932	12664	AW00011932
11933	14552	AW00011933
11934	6648	AW00011934
11935	12095	AW00011935
11936	17220	AW00011936
11937	4981	AW00011937
11938	13987	AW00011938
11939	5807	AW00011939
11940	18552	AW00011940
11941	15979	AW00011941
11942	20219	AW00011942
11943	12160	AW00011943
11944	15521	AW00011944
11945	17894	AW00011945
11946	18853	AW00011946
11947	11470	AW00011947
11948	8619	AW00011948
11949	20374	AW00011949
11950	9958	AW00011950
11951	12363	AW00011951
11952	1701	AW00011952
11953	10570	AW00011953
11954	18955	AW00011954
11955	16735	AW00011955
11956	8063	AW00011956
11957	10458	AW00011957
11958	6999	AW00011958
11959	11909	AW00011959
11960	7462	AW00011960
11961	14360	AW00011961
11962	9537	AW00011962
11963	13206	AW00011963
11964	1719	AW00011964
11965	20597	AW00011965
11966	12892	AW00011966
11967	6133	AW00011967
11968	16533	AW00011968
11969	18160	AW00011969
11970	9418	AW00011970
11971	10274	AW00011971
11972	10801	AW00011972
11973	6775	AW00011973
11974	18164	AW00011974
11975	11505	AW00011975
11976	6046	AW00011976
11977	3698	AW00011977
11978	5340	AW00011978
11979	18663	AW00011979
11980	8470	AW00011980
11981	8596	AW00011981
11982	2817	AW00011982
11983	6219	AW00011983
11984	16188	AW00011984
11985	8130	AW00011985
11986	2679	AW00011986
11987	15645	AW00011987
11988	19923	AW00011988
11989	16579	AW00011989
11990	13991	AW00011990
11991	7887	AW00011991
11992	8474	AW00011992
11993	4943	AW00011993
11994	17475	AW00011994
11995	2910	AW00011995
11996	18980	AW00011996
11997	19687	AW00011997
11998	4653	AW00011998
11999	17056	AW00011999
12000	12599	AW00012000
12001	2527	AW00012001
12002	3184	AW00012002
12003	6013	AW00012003
12004	2900	AW00012004
12005	9190	AW00012005
12006	13771	AW00012006
12007	2538	AW00012007
12008	8515	AW00012008
12009	7270	AW00012009
12010	2707	AW00012010
12011	11165	AW00012011
12012	19550	AW00012012
12013	11983	AW00012013
12014	14263	AW00012014
12015	18696	AW00012015
12016	10660	AW00012016
12017	6671	AW00012017
12018	13696	AW00012018
12019	3309	AW00012019
12020	19296	AW00012020
12021	8843	AW00012021
12022	17151	AW00012022
12023	3834	AW00012023
12024	15668	AW00012024
12025	6475	AW00012025
12026	13926	AW00012026
12027	3409	AW00012027
12028	12491	AW00012028
12029	10125	AW00012029
12030	7451	AW00012030
12031	5932	AW00012031
12032	18598	AW00012032
12033	2515	AW00012033
12034	13335	AW00012034
12035	11846	AW00012035
12036	3053	AW00012036
12037	19655	AW00012037
12038	20188	AW00012038
12039	17024	AW00012039
12040	14369	AW00012040
12041	4319	AW00012041
12042	16451	AW00012042
12043	13252	AW00012043
12044	10639	AW00012044
12045	5459	AW00012045
12046	9183	AW00012046
12047	10707	AW00012047
12048	12710	AW00012048
12049	7680	AW00012049
12050	16923	AW00012050
12051	16779	AW00012051
12052	8649	AW00012052
12053	3480	AW00012053
12054	5118	AW00012054
12055	8483	AW00012055
12056	14312	AW00012056
12057	9407	AW00012057
12058	9864	AW00012058
12059	5384	AW00012059
12060	18889	AW00012060
12061	14130	AW00012061
12062	13643	AW00012062
12063	4400	AW00012063
12064	18352	AW00012064
12065	15786	AW00012065
12066	13680	AW00012066
12067	5504	AW00012067
12068	3271	AW00012068
12069	14197	AW00012069
12070	5632	AW00012070
12071	17259	AW00012071
12072	12863	AW00012072
12073	17404	AW00012073
12074	19144	AW00012074
12075	6318	AW00012075
12076	20315	AW00012076
12077	19942	AW00012077
12078	15677	AW00012078
12079	14653	AW00012079
12080	19585	AW00012080
12081	10039	AW00012081
12082	3690	AW00012082
12083	12733	AW00012083
12084	12909	AW00012084
12085	18637	AW00012085
12086	12255	AW00012086
12087	15495	AW00012087
12088	11648	AW00012088
12089	14716	AW00012089
12090	9974	AW00012090
12091	6676	AW00012091
12092	18239	AW00012092
12093	7898	AW00012093
12094	8831	AW00012094
12095	6269	AW00012095
12096	7924	AW00012096
12097	16912	AW00012097
12098	11326	AW00012098
12099	10796	AW00012099
12100	13555	AW00012100
12101	6457	AW00012101
12102	13714	AW00012102
12103	11594	AW00012103
12104	8079	AW00012104
12105	12199	AW00012105
12106	16230	AW00012106
12107	5963	AW00012107
12108	17664	AW00012108
12109	20738	AW00012109
12110	4805	AW00012110
12111	7760	AW00012111
12112	7697	AW00012112
12113	5951	AW00012113
12114	14738	AW00012114
12115	20254	AW00012115
12116	3014	AW00012116
12117	6332	AW00012117
12118	19567	AW00012118
12119	20507	AW00012119
12120	13426	AW00012120
12121	17739	AW00012121
12122	20071	AW00012122
12123	18116	AW00012123
12124	18487	AW00012124
12125	18684	AW00012125
12126	7437	AW00012126
12127	11303	AW00012127
12128	14326	AW00012128
12129	13930	AW00012129
12130	5012	AW00012130
12131	14974	AW00012131
12132	20610	AW00012132
12133	12306	AW00012133
12134	14712	AW00012134
12135	3849	AW00012135
12136	4209	AW00012136
12137	16771	AW00012137
12138	13496	AW00012138
12139	7650	AW00012139
12140	12808	AW00012140
12141	11157	AW00012141
12142	8676	AW00012142
12143	16006	AW00012143
12144	7546	AW00012144
12145	6910	AW00012145
12146	4390	AW00012146
12147	3593	AW00012147
12148	3296	AW00012148
12149	10173	AW00012149
12150	6480	AW00012150
12151	14198	AW00012151
12152	14568	AW00012152
12153	20566	AW00012153
12154	10279	AW00012154
12155	10657	AW00012155
12156	3730	AW00012156
12157	18209	AW00012157
12158	16081	AW00012158
12159	10134	AW00012159
12160	12898	AW00012160
12161	9087	AW00012161
12162	16490	AW00012162
12163	5518	AW00012163
12164	6105	AW00012164
12165	5553	AW00012165
